success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,stim_order,rt,stimulus,response,participantId,interview_date,handedness,version,phase,difficulty,stimulus_set,selected_stim,index,deck_probabilities,key_press,reward_type,reversal_type,reward_tally,total_earnings,
,,,,,html-keyboard-response,10,94395,0.0-10.0,"[""cat"",""dog"",""rabbit""]",7486,"
        <p>The following is a practice round of just 3 turns.<p>
        <p>The points you get here won’t change your final score, and the best animal will change between the practice round and when the real game starts.</p>
        <p>Please press the zero (0) key to start the practice round.</p>",0,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,11,94897,0.0-11.0-0.0,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,12,100916,0.0-11.0-1.0,"[""cat"",""dog"",""rabbit""]",6017,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,101920,0.0-11.0-2.0,"[""cat"",""dog"",""rabbit""]",null,"
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                    <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>    
                    <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
                </div>",null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,14,102422,0.0-11.0-0.1,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,15,106980,0.0-11.0-1.1,"[""cat"",""dog"",""rabbit""]",4555,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,16,107983,0.0-11.0-2.1,"[""cat"",""dog"",""rabbit""]",null,"
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                    <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                    <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
                </div>",null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,17,108485,0.0-11.0-0.2,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,18,110195,0.0-11.0-1.2,"[""cat"",""dog"",""rabbit""]",1707,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,19,111198,0.0-11.0-2.2,"[""cat"",""dog"",""rabbit""]",null,"
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/outcome/squared_lose.png'>
                    <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                    <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
                </div>",null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,20,121178,0.0-12.0,"[""cat"",""dog"",""rabbit""]",9979,"
        <p>You have now completed the practice round.</p>
        <p>You will now begin the main task, which will take approximately 10 minutes.</p>
        <p>You will be given <b> 8000 </b> points and should attempt to retain points as you select animals.</p>
        <p>As a reminder, your remaining points will be converted to a final bonus of <b> $1 </b> per every <b> 2000 </b> points at the end of the game.</p>
        <p>Please press the zero (0) key whenever you are ready to start the task.</p>",0,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,21,121680,0.0-13.0-0.0,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,22,123942,0.0-13.0-1.0,"[""cat"",""dog"",""rabbit""]",2260,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,23,124946,0.0-13.0-2.0,"[""cat"",""dog"",""rabbit""]",2260,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,1,"0.4,0.2,0.8",50,FALSE,FALSE,-50,,1
,,,,,html-keyboard-response,24,125449,0.0-13.0-0.1,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,25,127081,0.0-13.0-1.1,"[""cat"",""dog"",""rabbit""]",1630,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,26,128083,0.0-13.0-2.1,"[""cat"",""dog"",""rabbit""]",1630,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,2,"0.4,0.2,0.8",50,FALSE,FALSE,-100,,1
,,,,,html-keyboard-response,27,128585,0.0-13.0-0.2,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,28,129431,0.0-13.0-1.2,"[""cat"",""dog"",""rabbit""]",844,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,29,130434,0.0-13.0-2.2,"[""cat"",""dog"",""rabbit""]",844,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,3,"0.4,0.2,0.8",49,FALSE,FALSE,-150,,1
,,,,,html-keyboard-response,30,130937,0.0-13.0-0.3,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,31,131488,0.0-13.0-1.3,"[""cat"",""dog"",""rabbit""]",550,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,32,132492,0.0-13.0-2.3,"[""cat"",""dog"",""rabbit""]",550,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,4,"0.4,0.2,0.8",51,TRUE,FALSE,-150,,1
,,,,,html-keyboard-response,33,132994,0.0-13.0-0.4,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,34,133884,0.0-13.0-1.4,"[""cat"",""dog"",""rabbit""]",888,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,35,134887,0.0-13.0-2.4,"[""cat"",""dog"",""rabbit""]",888,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,5,"0.4,0.2,0.8",51,TRUE,FALSE,-150,,1
,,,,,html-keyboard-response,36,135390,0.0-13.0-0.5,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,37,136653,0.0-13.0-1.5,"[""cat"",""dog"",""rabbit""]",1261,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,38,137656,0.0-13.0-2.5,"[""cat"",""dog"",""rabbit""]",1261,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,6,"0.4,0.2,0.8",51,TRUE,FALSE,-150,,1
,,,,,html-keyboard-response,39,138158,0.0-13.0-0.6,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,40,139715,0.0-13.0-1.6,"[""cat"",""dog"",""rabbit""]",1554,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,41,140718,0.0-13.0-2.6,"[""cat"",""dog"",""rabbit""]",1554,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,7,"0.4,0.2,0.8",51,FALSE,FALSE,-200,,1
,,,,,html-keyboard-response,42,141220,0.0-13.0-0.7,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,43,142443,0.0-13.0-1.7,"[""cat"",""dog"",""rabbit""]",1220,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,44,143446,0.0-13.0-2.7,"[""cat"",""dog"",""rabbit""]",1220,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,8,"0.4,0.2,0.8",50,FALSE,FALSE,-250,,1
,,,,,html-keyboard-response,45,143948,0.0-13.0-0.8,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,46,144852,0.0-13.0-1.8,"[""cat"",""dog"",""rabbit""]",902,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,47,145855,0.0-13.0-2.8,"[""cat"",""dog"",""rabbit""]",902,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,9,"0.4,0.2,0.8",49,TRUE,FALSE,-250,,1
,,,,,html-keyboard-response,48,146357,0.0-13.0-0.9,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,49,147700,0.0-13.0-1.9,"[""cat"",""dog"",""rabbit""]",1341,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,50,148702,0.0-13.0-2.9,"[""cat"",""dog"",""rabbit""]",1341,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,10,"0.4,0.2,0.8",49,FALSE,FALSE,-300,,1
,,,,,html-keyboard-response,51,149204,0.0-13.0-0.10,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,52,149668,0.0-13.0-1.10,"[""cat"",""dog"",""rabbit""]",461,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,53,150671,0.0-13.0-2.10,"[""cat"",""dog"",""rabbit""]",461,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,11,"0.4,0.2,0.8",51,FALSE,FALSE,-350,,1
,,,,,html-keyboard-response,54,151173,0.0-13.0-0.11,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,55,151891,0.0-13.0-1.11,"[""cat"",""dog"",""rabbit""]",716,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,56,152893,0.0-13.0-2.11,"[""cat"",""dog"",""rabbit""]",716,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,12,"0.4,0.2,0.8",50,FALSE,FALSE,-400,,1
,,,,,html-keyboard-response,57,153394,0.0-13.0-0.12,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,58,153759,0.0-13.0-1.12,"[""cat"",""dog"",""rabbit""]",362,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,59,154762,0.0-13.0-2.12,"[""cat"",""dog"",""rabbit""]",362,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,13,"0.4,0.2,0.8",51,FALSE,FALSE,-450,,1
,,,,,html-keyboard-response,60,155263,0.0-13.0-0.13,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,61,156119,0.0-13.0-1.13,"[""cat"",""dog"",""rabbit""]",852,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,62,157123,0.0-13.0-2.13,"[""cat"",""dog"",""rabbit""]",852,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,14,"0.4,0.2,0.8",49,TRUE,FALSE,-450,,1
,,,,,html-keyboard-response,63,157625,0.0-13.0-0.14,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,64,158674,0.0-13.0-1.14,"[""cat"",""dog"",""rabbit""]",1047,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,65,159678,0.0-13.0-2.14,"[""cat"",""dog"",""rabbit""]",1047,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,15,"0.4,0.2,0.8",50,FALSE,FALSE,-500,,1
,,,,,html-keyboard-response,66,160180,0.0-13.0-0.15,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,67,160518,0.0-13.0-1.15,"[""cat"",""dog"",""rabbit""]",336,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,68,161521,0.0-13.0-2.15,"[""cat"",""dog"",""rabbit""]",336,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,16,"0.4,0.2,0.8",49,FALSE,FALSE,-550,,1
,,,,,html-keyboard-response,69,162023,0.0-13.0-0.16,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,70,162302,0.0-13.0-1.16,"[""cat"",""dog"",""rabbit""]",277,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,71,163305,0.0-13.0-2.16,"[""cat"",""dog"",""rabbit""]",277,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,17,"0.4,0.2,0.8",51,TRUE,FALSE,-550,,1
,,,,,html-keyboard-response,72,163806,0.0-13.0-0.17,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,73,164644,0.0-13.0-1.17,"[""cat"",""dog"",""rabbit""]",836,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,74,165647,0.0-13.0-2.17,"[""cat"",""dog"",""rabbit""]",836,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,18,"0.4,0.2,0.8",51,FALSE,FALSE,-600,,1
,,,,,html-keyboard-response,75,166149,0.0-13.0-0.18,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,76,167427,0.0-13.0-1.18,"[""cat"",""dog"",""rabbit""]",986,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,77,168430,0.0-13.0-2.18,"[""cat"",""dog"",""rabbit""]",986,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,19,"0.4,0.2,0.8",50,TRUE,FALSE,-600,,1
