"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","stim_order","rt","stimulus","response","workerId","interview_date","handedness","version","phase","difficulty","stimulus_set","selected_stim","index","deck_probabilities","key_press","reward_type","reversal_type","reward_tally","total_earnings"
"","","","","","html-keyboard-response","10","5529","0.0-10.0","[""rabbit"",""dog"",""cat""]","436","
        <p>The following is a practice round of just 3 turns.<p>
        <p>The points you get here won’t change your final score, and the best animal will change between the practice round and when the real game starts.</p>
        Please press the zero (0) key to start the practice round.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","6031","0.0-11.0-0.0","[""rabbit"",""dog"",""cat""]","356","<div style='font-size:40px'>+</div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","6530","0.0-11.0-1.0","[""rabbit"",""dog"",""cat""]","497","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","7534","0.0-11.0-2.0","[""rabbit"",""dog"",""cat""]","null","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                    <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>    
                    <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
                </div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","8038","0.0-11.0-0.1","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","8418","0.0-11.0-1.1","[""rabbit"",""dog"",""cat""]","378","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","1","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","9420","0.0-11.0-2.1","[""rabbit"",""dog"",""cat""]","null","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/loss/outcome/squared_win.png'>
                    <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                    <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
                </div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","9922","0.0-11.0-0.2","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","10733","0.0-11.0-1.2","[""rabbit"",""dog"",""cat""]","215","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","3","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","11736","0.0-11.0-2.2","[""rabbit"",""dog"",""cat""]","null","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                    <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                    <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
                </div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","13071","0.0-12.0","[""rabbit"",""dog"",""cat""]","1335","
        <p>You have now completed the practice round.</p>
        <p>You will now begin the main task, which will take approximately 10 minutes</p>
        <p>You will be given an opportunity to gain points as you select animals.</p>
        <p>As a reminder, your total points will be converted to a final bonus of <b> $1 </b> per every <b> 2000 </b> points at the end of the game.</p>
        <p>Please press the zero (0) key whenever you are ready to start the task.</p>","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","13573","0.0-13.0-0.0","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","22","14100","0.0-13.0-1.0","[""rabbit"",""dog"",""cat""]","524","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","15104","0.0-13.0-2.0","[""rabbit"",""dog"",""cat""]","524","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","2","9","02/12/2026","right","gain","1","stable-volatile","8","dog","1","[0.2,0.4,0.8]","50","false","false","0",""
"","","","","","html-keyboard-response","24","18029","0.0-13.0-3.0-0.0","[""rabbit"",""dog"",""cat""]","2922","You are 25% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","18531","0.0-13.0-0.1","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","19098","0.0-13.0-1.1","[""rabbit"",""dog"",""cat""]","564","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","2","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","20101","0.0-13.0-2.1","[""rabbit"",""dog"",""cat""]","564","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","2","9","02/12/2026","right","gain","1","stable-volatile","8","dog","2","[0.2,0.4,0.8]","50","false","false","0",""
"","","","","","html-keyboard-response","28","25240","0.0-13.0-3.1-0.1","[""rabbit"",""dog"",""cat""]","5137","You are 50% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","25742","0.0-13.0-0.2","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","30","27091","0.0-13.0-1.2","[""rabbit"",""dog"",""cat""]","1346","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","1","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","31","28093","0.0-13.0-2.2","[""rabbit"",""dog"",""cat""]","1346","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/outcome/squared_win.png'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","1","9","02/12/2026","right","gain","1","stable-volatile","8","rabbit","3","[0.8,0.4,0.2]","49","true","false","50",""
"","","","","","html-keyboard-response","32","36823","0.0-13.0-3.2-0.2","[""rabbit"",""dog"",""cat""]","8728","You are 75% done with the experiment. Please press the (0) key to proceed.","0","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","33","37325","0.0-13.0-0.3","[""rabbit"",""dog"",""cat""]","null","<div style='font-size:40px'>+</div>","null","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","34","37785","0.0-13.0-1.3","[""rabbit"",""dog"",""cat""]","459","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/8/catsquare.jpg'>
            </div>","3","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","35","38788","0.0-13.0-2.3","[""rabbit"",""dog"",""cat""]","459","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/gain/8/rabbitsquare.jpg'>
                <img class='stimuli-middle' src='stim/gain/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/gain/outcome/squared_win.png'>
            </div>","3","9","02/12/2026","right","gain","1","stable-volatile","8","cat","4","[0.8,0.4,0.2]","51","true","false","100",""
"","","","","","html-keyboard-response","36","43792","0.0-14.0","[""rabbit"",""dog"",""cat""]","null","
<div class='data-save-animation'>
    <p>Data saving...</p>
    <div class=""sk-cube-grid"">
        <div class=""sk-cube sk-cube1""></div>
        <div class=""sk-cube sk-cube2""></div>
        <div class=""sk-cube sk-cube3""></div>
        <div class=""sk-cube sk-cube4""></div>
        <div class=""sk-cube sk-cube5""></div>
        <div class=""sk-cube sk-cube6""></div>
        <div class=""sk-cube sk-cube7""></div>
        <div class=""sk-cube sk-cube8""></div>
        <div class=""sk-cube sk-cube9""></div>
    </div>
    <p>Do not close this window until the text disappears.</p>
</div>","null","","","","","","","","","","","","","","","$0.05"
